7,-0.078939,-0.919426,-0.385259,-0.245137,0.968446,-0.0449516,-0.182898,0.943294,-0.277029,-0.198651,0.909899,-0.364171,0.367556,0.918342,-0.146802,0.270995,0.872208,-0.407204,0.261565,0.841078,-0.473467
9,-0.220221,-0.971846,0.0837711,-0.592895,0.670154,-0.446507,-0.565695,-0.117331,-0.816225,-0.523218,-0.195786,-0.829404,0.585157,0.646314,-0.489764,0.490671,-0.0334339,-0.870703,0.422901,-0.306545,-0.852751
8,-0.123195,-0.978186,-0.167261,-0.278635,0.953302,-0.116526,-0.191877,0.837621,-0.511443,-0.247736,0.714029,-0.65482,0.48218,0.824793,-0.295328,0.329493,0.630445,-0.702833,0.314211,0.595312,-0.73951
5,-0.107815,-0.90928,-0.401977,-0.12391,0.988132,0.0907845,-0.218863,0.781727,-0.583953,-0.217298,0.730403,-0.647528,0.547629,0.810124,0.209288,0.374079,0.771238,-0.515031,0.341692,0.707713,-0.618376
7,-0.0761884,-0.920458,-0.383344,-0.277422,0.960741,-0.00372471,-0.23166,0.945977,-0.226852,-0.250636,0.916132,-0.312862,0.400826,0.907274,-0.127247,0.322042,0.869877,-0.373634,0.32262,0.839423,-0.437363
3,-0.130361,-0.988556,-0.0759103,-0.763723,0.563857,-0.314314,-0.332115,0.44145,-0.83356,-0.299884,0.404332,-0.864052,0.825724,0.478303,-0.29901,0.351955,0.339807,-0.872158,0.266938,0.307894,-0.913206
7,-0.0891772,-0.974814,-0.204412,-0.234596,0.965582,-0.112322,-0.148029,0.868866,-0.472397,-0.181901,0.797121,-0.575769,0.426258,0.873596,-0.234806,0.240156,0.805246,-0.542129,0.274684,0.712892,-0.645239
4,-0.0239006,-0.985831,-0.166031,-0.406794,0.837808,-0.364136,-0.357639,0.19371,-0.913548,-0.356753,0.0550822,-0.932573,0.495075,0.754949,-0.430061,0.433434,0.139975,-0.890248,0.471795,0.0402048,-0.880791
6,-0.0608052,-0.836997,-0.543819,-0.324619,0.850455,0.413943,-0.17575,0.979541,-0.0980401,-0.15159,0.969373,-0.193229,0.432508,0.768235,0.471966,0.225302,0.965246,-0.132435,0.255491,0.945411,-0.202295
8,-0.0084646,-0.902934,-0.429695,-0.277769,0.960212,-0.0289349,-0.145843,0.89391,-0.423857,-0.145126,0.814651,-0.5615,0.36681,0.928272,-0.0613355,0.267902,0.832788,-0.48445,0.225682,0.766467,-0.601328
3,-0.120031,-0.988717,-0.0896199,-0.766347,0.431703,-0.475758,-0.394632,0.0480856,-0.91758,-0.245113,-0.109459,-0.963296,0.833379,0.27662,-0.478498,0.271451,-0.152747,-0.950254,0.211824,-0.205819,-0.95539
7,-0.0922842,-0.976087,-0.19682,-0.219853,0.967389,-0.125788,-0.157592,0.937685,-0.309697,-0.18598,0.899912,-0.394424,0.355044,0.915509,-0.189174,0.257044,0.872388,-0.415774,0.266969,0.844365,-0.464516
6,-0.0837174,-0.869913,-0.486049,-0.238919,0.924389,0.297361,-0.165833,0.986145,0.00427665,-0.186389,0.978771,-0.0852417,0.279737,0.88101,0.381534,0.174676,0.984626,0.000206686,0.181611,0.978395,-0.0988011
8,-0.0114541,-0.905577,-0.424028,-0.253312,0.966516,-0.0409943,-0.133184,0.858166,-0.495795,-0.106924,0.771356,-0.627357,0.433598,0.895564,-0.0997936,0.243177,0.787017,-0.566982,0.216452,0.701413,-0.679094
6,-0.064396,-0.848912,-0.524596,-0.557394,0.723719,0.40687,-0.539751,0.835757,0.100893,-0.526113,0.847847,0.0660368,0.60567,0.637994,0.475529,0.55319,0.829512,0.076751,0.558313,0.8296,-0.00706588
1,-0.103578,-0.992058,-0.0713568,-0.125239,0.886442,-0.445574,-0.0176499,0.608389,-0.793443,-0.00255869,0.558594,-0.829438,0.269024,0.783765,-0.559766,0.0739382,0.662121,-0.745741,0.068879,0.540972,-0.838216
7,-0.0846443,-0.979511,-0.182738,-0.283433,0.954311,-0.0946401,-0.295315,0.870925,-0.392784,-0.336503,0.810035,-0.480218,0.304188,0.934335,-0.18571,0.396717,0.777731,-0.487597,0.412216,0.721554,-0.556271
9,-0.131875,-0.984734,0.113613,-0.558914,0.766562,-0.316225,-0.535556,0.339952,-0.773053,-0.523899,0.201469,-0.827611,0.476211,0.514356,-0.713205,0.366168,0.0842665,-0.926726,0.388914,0.11216,-0.914421
7,-0.0871792,-0.984286,-0.153561,-0.253044,0.960046,-0.1195,-0.151418,0.933692,-0.324487,-0.174007,0.891789,-0.417653,0.355052,0.912674,-0.202398,0.229301,0.875398,-0.425557,0.232256,0.84234,-0.486333
5,-0.0844397,-0.904934,-0.417089,-0.451006,0.767642,0.455323,-0.473645,0.804547,-0.358279,-0.423376,0.720737,-0.548899,0.848259,0.506764,0.153775,0.546005,0.692524,-0.471475,0.485173,0.668094,-0.564143
4,-0.109827,-0.982681,-0.149249,-0.332339,0.940275,-0.0737175,-0.542212,0.419878,-0.727811,-0.504752,0.0511431,-0.861748,0.690715,0.64799,-0.32097,0.606693,0.0415817,-0.793848,0.534887,-0.131191,-0.834677
7,0.257141,-0.952127,-0.165324,-0.484009,0.871093,-0.0832584,-0.289795,0.902343,-0.319056,-0.281282,0.88374,-0.374011,0.415213,0.88887,-0.193671,0.319193,0.875196,-0.363521,0.321681,0.842773,-0.431572
6,-0.0682674,-0.85102,-0.520677,-0.338548,0.822904,0.456305,-0.350967,0.888697,0.295024,-0.364266,0.906662,0.212777,0.415948,0.769649,0.484384,0.357083,0.878488,0.317414,0.365369,0.896447,0.250775
6,-0.0510615,-0.868613,-0.492854,-0.334662,0.843396,0.420338,-0.292964,0.950549,0.103098,-0.317173,0.948353,0.00531099,0.404329,0.779668,0.478158,0.340727,0.936803,0.0794045,0.351217,0.936124,-0.0178461
5,-0.0838056,-0.907909,-0.410705,-0.255889,0.925531,0.279129,-0.17059,0.971963,-0.161825,-0.173293,0.932253,-0.317606,0.453171,0.840476,0.297044,0.310997,0.928725,-0.20187,0.25012,0.911209,-0.327319
9,-0.0700873,-0.904964,0.419677,-0.773991,0.618271,-0.136671,-0.846589,-0.153692,-0.509573,-0.781589,-0.401584,-0.477336,0.619368,0.208766,-0.756835,0.355395,-0.589828,-0.725119,0.360547,-0.558623,-0.746958
5,-0.0932504,-0.908285,-0.407828,-0.24162,0.932879,0.267128,-0.390061,0.645663,-0.656484,-0.360355,0.528711,-0.768511,0.655507,0.753779,0.0461306,0.49631,0.43927,-0.748811,0.540302,0.477878,-0.692609
7,-0.0409972,-0.921039,-0.387307,-0.28444,0.958205,-0.0306064,-0.159974,0.947808,-0.275805,-0.139194,0.919478,-0.367676,0.363623,0.920757,-0.141371,0.227112,0.889598,-0.396276,0.188051,0.868738,-0.458182
1,-0.141632,-0.965009,-0.220675,-0.149792,0.93925,-0.308823,-0.038229,0.657489,-0.752494,-0.0392422,0.612416,-0.789561,0.263523,0.945446,-0.191538,0.190125,0.64544,-0.73977,0.180188,0.59498,-0.783282
