4,-0.0382354,-0.999163,0.0145529,-0.989544,0.133916,0.0535567,-0.906753,-0.420207,-0.0349922,-0.843045,-0.535837,-0.0464112,0.994861,0.0385967,0.0936033,0.914338,-0.403875,0.0294926,0.850854,-0.522507,0.0550819
3,0.00833703,-0.997818,0.0655019,-0.930797,0.350572,0.103515,-0.876778,-0.471239,-0.0958874,-0.816796,-0.562362,-0.128815,0.926261,0.372989,0.0540367,0.901488,-0.432799,-0.00181,0.804269,-0.594178,-0.0101881
8,0.0213984,-0.898439,-0.438576,-0.887597,0.0182604,-0.460259,-0.51984,-0.478033,-0.707991,-0.314957,-0.600506,-0.73498,0.952246,-0.125084,-0.278534,0.664161,-0.523519,-0.533684,0.510448,-0.639403,-0.574984
3,-0.106313,-0.993709,-0.035217,-0.999259,-0.0354246,-0.0150529,-0.83503,-0.531643,-0.141707,-0.727898,-0.665627,-0.164636,0.982731,-0.180998,0.0384582,0.824332,-0.565518,-0.0258188,0.73889,-0.673492,-0.0212258
5,0.0343351,-0.977395,0.208617,-0.882359,-0.468807,-0.0407674,-0.249055,-0.963744,-0.0957548,-0.127214,-0.985618,-0.111235,0.852359,-0.519244,0.0622047,0.236667,-0.970451,-0.0470572,0.121172,-0.991011,-0.0566971
2,-0.104872,-0.989732,0.0971173,-0.678497,-0.733506,0.0401308,-0.31723,-0.948338,-0.0044058,-0.198451,-0.980101,-0.00438868,0.702963,-0.710861,0.0227859,0.331772,-0.943044,0.024391,0.262246,-0.96438,0.0346231
3,-0.0415716,-0.995819,0.0813454,-0.894717,0.434255,0.104424,-0.893258,-0.426401,-0.142383,-0.844339,-0.503574,-0.183042,0.891892,0.424766,0.155252,0.932562,-0.351741,0.0812804,0.866271,-0.494429,0.0715148
9,0.0502849,-0.99826,-0.0307974,-0.219976,-0.96451,-0.146048,0.125166,-0.987546,-0.0953225,0.198497,-0.976135,-0.0880878,0.387022,-0.921673,-0.0270816,0.0984735,-0.994483,-0.0361398,0.0402573,-0.999052,-0.0165459
3,0.079627,-0.996742,0.0128677,-0.938699,0.303123,0.164197,-0.893271,-0.448603,-0.0286871,-0.797707,-0.596791,-0.0866225,0.920229,0.383528,0.0780088,0.906626,-0.419464,0.0456093,0.836022,-0.546689,0.0468985
2,-0.0476258,-0.99779,-0.0463259,-0.810713,-0.565276,0.152337,-0.547582,-0.830636,0.100985,-0.454128,-0.886749,0.0862758,0.732943,-0.675959,0.0766459,0.508676,-0.856439,0.0880938,0.437141,-0.893568,0.102194
1,0.0249478,-0.998647,0.0456361,-0.993423,-0.114204,-0.00826879,-0.749475,-0.652965,-0.109198,-0.535472,-0.837116,-0.111838,0.980946,-0.192228,0.0281518,0.740282,-0.672075,-0.0172603,0.612106,-0.790728,-0.00869915
2,0.136796,-0.989775,-0.0403993,-0.689852,-0.721289,0.0620162,-0.422421,-0.905991,0.0272072,-0.329427,-0.943961,0.020379,0.666552,-0.744773,0.0319734,0.45456,-0.890148,0.0318113,0.382463,-0.922326,0.0551002
4,-0.0421543,-0.998905,0.0202883,-0.982509,0.1748,0.0641996,-0.964364,-0.259416,-0.052005,-0.918957,-0.38862,-0.0670279,0.99455,0.0692624,0.0779276,0.929341,-0.368916,0.0150561,0.886725,-0.46123,0.0313777
4,-0.0271397,-0.995284,0.0931261,-0.996341,-0.0211121,0.0828237,-0.948471,-0.31647,-0.0158258,-0.924718,-0.379645,-0.0276775,0.976338,-0.159794,0.145705,0.924586,-0.36753,0.10031,0.901347,-0.41925,0.108644
2,-0.00959555,-0.997605,-0.0685003,-0.670477,-0.741453,-0.0266023,-0.304105,-0.951209,-0.052174,-0.178805,-0.982595,-0.0503627,0.6868,-0.726178,-0.0311685,0.373604,-0.926556,-0.0437509,0.259888,-0.965013,-0.0347666
1,0.0490241,-0.998222,0.0338964,-0.995981,-0.0830963,0.0334071,-0.774524,-0.62774,-0.0778211,-0.644128,-0.759861,-0.0878067,0.983599,-0.179525,0.0174257,0.746846,-0.664851,-0.0139284,0.625636,-0.780112,-0.00208574
5,0.057813,-0.975844,0.210678,-0.918999,-0.38845,-0.0674332,-0.30236,-0.939926,-0.158485,-0.1456,-0.97451,-0.17068,0.877131,-0.479717,0.0226647,0.268568,-0.960767,-0.0692668,0.114071,-0.990827,-0.0724482
3,-0.104961,-0.993806,-0.0365063,-0.999418,-0.0322007,-0.0112568,-0.833167,-0.534896,-0.140422,-0.72167,-0.673058,-0.161819,0.981712,-0.184994,0.0449319,0.817756,-0.575131,-0.0223507,0.820388,-0.57141,-0.0213053
4,-0.0396387,-0.999131,0.0128724,-0.983514,0.177423,0.0349359,-0.912989,-0.404866,-0.0503472,-0.8561,-0.512926,-0.0632365,0.992744,0.0861507,0.0838917,0.91796,-0.396018,0.0227702,0.864101,-0.501357,0.0444024
5,-0.0607121,-0.975615,0.210925,-0.873075,-0.478923,-0.0915054,-0.241694,-0.959075,-0.147507,-0.125099,-0.978863,-0.161791,0.872496,-0.487737,0.0293853,0.263173,-0.96264,-0.063748,0.0977191,-0.992635,-0.0716055
4,0.018965,-0.997666,-0.0655972,-0.990765,-0.055095,0.123892,-0.884959,-0.465272,-0.0192503,-0.822627,-0.566252,-0.0514123,0.985936,-0.150712,0.0722185,0.890116,-0.45573,0.00199992,0.831196,-0.555976,-0.00173014
4,-0.144228,-0.988699,0.0408886,-0.996377,0.049165,0.0693891,-0.985191,-0.171405,0.00427887,-0.948717,-0.31486,-0.0282663,0.977954,-0.0119603,0.208476,0.977599,-0.12121,0.172072,0.963567,-0.20551,0.171183
3,0.101156,-0.993863,0.0447616,-0.931687,0.319667,0.172548,-0.914792,-0.401036,-0.0482328,-0.78117,-0.611883,-0.123987,0.898196,0.426978,0.104567,0.889265,-0.45404,0.0552743,0.757904,-0.651038,0.0415941
2,-0.0108834,-0.99753,-0.0693983,-0.67139,-0.740584,-0.0277661,-0.305669,-0.950672,-0.0528084,-0.180273,-0.982286,-0.0511475,0.687181,-0.725737,-0.0329874,0.374252,-0.92622,-0.0453031,0.260578,-0.964778,-0.0360861
1,-0.0571239,-0.998346,-0.00654259,-0.985689,-0.168275,-0.010055,-0.676647,-0.722723,-0.140786,-0.417789,-0.896236,-0.149042,0.976142,-0.216997,0.0076977,0.778579,-0.626892,-0.0286477,0.681085,-0.731847,-0.0228865
2,0.137681,-0.985239,0.101724,-0.701408,-0.71191,0.0347959,-0.383593,-0.923474,0.00720416,-0.27043,-0.962688,0.00997802,0.587767,-0.808974,0.00960085,0.227995,-0.973487,0.0184888,0.138594,-0.989802,0.0329129
1,0.00930779,-0.999087,0.0416998,-0.993383,-0.112302,-0.0240403,-0.74477,-0.65659,-0.119192,-0.565415,-0.81649,-0.116834,0.979625,-0.197498,0.0364641,0.743586,-0.668573,-0.00943983,0.615111,-0.788436,-0.00268779
4,0.0164241,-0.995692,0.0912531,-0.995064,0.0191771,0.0973624,-0.985671,-0.166299,0.0282492,-0.9551,-0.296277,0.00192353,0.979756,-0.135767,0.147126,0.952209,-0.28527,0.109173,0.925468,-0.361941,0.111839
2,0.124438,-0.992128,-0.0140168,-0.817402,-0.552282,0.163825,-0.553103,-0.825818,0.110005,-0.461803,-0.881901,0.0948121,0.707866,-0.704808,0.0466044,0.472994,-0.879206,0.0572247,0.394736,-0.915687,0.075504
2,0.0393475,-0.994093,0.10115,-0.885862,-0.441402,0.142873,-0.498449,-0.866786,0.015167,-0.461723,-0.88696,-0.0106977,0.937787,-0.317631,0.140238,0.781376,-0.611116,0.126449,0.751627,-0.648528,0.120287
1,0.119388,-0.992848,0.000309056,-0.988385,-0.144651,0.0466002,-0.751553,-0.656635,-0.0632345,-0.651193,-0.755879,-0.0677831,0.984416,-0.175578,0.00989134,0.762763,-0.646557,-0.0125059,0.644107,-0.764936,0.000608808
